id_str,full_text,created_at,favourites_count,statuses_count,followers_count,retweeted,retweet_count,retweeted_text,location,hashtags,user_mentions,symbols,urls
1099559554294079488,"RT @DailyO_: : Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas…",Sun Feb 24 06:40:01 +0000 2019,672,907,928,False,2,": Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas |",Jammu And Kashmir,2,2,0,0
1099219482348740608,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Sat Feb 23 08:08:41 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1099183210897043456,"Congress, DMK Set to Announce Grand Alliance in Tamil Nadu .ChandrababuNaidu .S.JaganmohanReddy",Sat Feb 23 05:44:33 +0000 2019,0,32,0,False,0,,Pune India,13,0,0,1
1099013524125351936,": Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas |",Fri Feb 22 18:30:17 +0000 2019,39,45378,60243,False,2,,New Delhi Delhi,2,1,0,1
1098993221378535424,"RT @DailyO_: Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas | htt…",Fri Feb 22 17:09:36 +0000 2019,672,907,928,False,6,"Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas |",Jammu And Kashmir,1,2,0,0
1098872344028811265,"RT DailyO_: Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | david_devadas |",Fri Feb 22 09:09:17 +0000 2019,4820,265846,8745,False,0,,Unknown,1,0,0,1
1098867353344008192,"Borrowing a BJP Move: Ahead of 2019 polls, Congress makes the army fount of national security | @david_devadas |",Fri Feb 22 08:49:27 +0000 2019,39,45378,60243,False,6,,New Delhi Delhi,1,1,0,1
1098862743019376640,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Fri Feb 22 08:31:08 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1098792842074484736,Congress using Imran Khan's language: Ravi Shankar Prasad @narendramodi @BJP4India,Fri Feb 22 03:53:22 +0000 2019,78,4397,5767,False,0,,India,10,2,0,1
1098290337154457600,"Kejriwal claimed leaders were tired of trying to convince the to form an alliance with the party, asserting the arrangement would result in the losing all seats in Delhi",Wed Feb 20 18:36:36 +0000 2019,332,521869,1995539,False,4,,Mumbai India,5,0,0,1
1098274402003603456,"With ’ getting ready for his third innings in Kerala’s constituency, both and -led are on a mad hunt to find the best candidate against him",Wed Feb 20 17:33:17 +0000 2019,332,521869,1995539,False,4,,Mumbai India,7,0,0,1
1098145263536013312,RT @Indianobserver_: E-Paper For a detailed Version. Please log on to …,Wed Feb 20 09:00:08 +0000 2019,13,5604,232,False,1,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Mumbai India,5,1,0,1
1098139209141874688,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Wed Feb 20 08:36:04 +0000 2019,3,477,20,False,1,,India,22,0,0,1
1097844292758827009,Which alliance chances to win majority seats in Parliament Election in Tamil Nadu &amp; How many seats expected ur's Idea..,Tue Feb 19 13:04:11 +0000 2019,9671,1390,145,False,1,,PlanetEarth ,14,0,0,0
1097790063260381184,Someone is soo damn disappointed at the prospect of a confirmed defeat of the Congress in the hands of the BJP-Shiv Sena in Maharashtra.,Tue Feb 19 09:28:41 +0000 2019,1980,40343,7030,False,0,,Amchi Mumbai,4,0,0,0
1097777572673314818,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Tue Feb 19 08:39:03 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1097759946915991557,RT @24x7Politics: to fight Election against Congress despite big differences bcoz they very well know this tim…,Tue Feb 19 07:29:01 +0000 2019,25013,28571,1063,False,1,to fight Election against Congress despite big differences bcoz they very well know this time there is No Modi or Anti Congress wave in Maharashtra. Seat sharing formula is also in favor of just like JDU share in Bihar,India,2,1,0,0
1097754227319828480,to fight Election against Congress despite big differences bcoz they very well know this time there is No Modi or Anti Congress wave in Maharashtra. Seat sharing formula is also in favor of just like JDU share in Bihar,Tue Feb 19 07:06:17 +0000 2019,7747,65137,7284,False,1,,India,4,0,0,0
1097753522936913923,"AAP leadership weakening me, alleges MLA Alka Lamba",Tue Feb 19 07:03:29 +0000 2019,0,32,0,False,0,,Pune India,16,0,0,1
1097729507090489344,member joining the . and the opening of the 's breakdown @BBCHindi @YashwantSinha @_lokeshsharma @INCRajasthan,Tue Feb 19 05:28:03 +0000 2019,57,1565,818,False,0,,jaipurrajsthan,4,4,0,0
1097577544243503104,@HarishK04131926 @HIMESH_SS @mattarhegde @YashpalBJP @BJP4Udupi @BJP4UttarKannad @DheerajGbc @Harvansh_Batra @VictoryForNamo @narendramodi177 @LillyMaryPinto @narendramodi @sukanyaiyer2 @meenakshisharan @prema66437147 @Meenu_71 @RamsaBJYM @bakoriya_kirti_ @sanghavideepa @Babble524 @OnlineRajan__ @samar97189157 @PatelOnTop @AjayPandey__ @DebashishHiTs @ankitasood13 @hindustanse @MahiHerambha @hindu_blood @vibhor_anand @SmithaDutt @lakshmianand96 @vanitajain21 @I_Shubham1993 @Reema_bjp @Narendramodi_PM @Narendrap86 @iSameerKaushik @be_polite29 @jadonpriyanka @rupalishah_ragi @ibhagwa_n @iNarendraModiG @sagenaradamuni Great move by towards achieving : To share Assembly Seats in 50:50 &amp; Seats in 25:23 formula. @ShivSena @BJP4Maharashtra @AUThackeray @RajThackeray @rajanvichare @SanjayRautUvach,Mon Feb 18 19:24:13 +0000 2019,24327,36812,4156,False,14,,India,8,50,0,0
1097456235048304640,"RT @iarmy40: Govt(Now) URI review 90% people say its good and voted a high figure of 5,30,000 Votes👍 Congress Govt (2004-2014) The ac…",Mon Feb 18 11:22:10 +0000 2019,16806,18595,3061,False,1,"Govt(Now) URI review 90% people say its good and voted a high figure of 5,30,000 Votes👍 Congress Govt (2004-2014) The accidental prime minister review 71% only less people like it and votes are too low in count 47,000 Votes👎",Unknown,1,1,0,0
1097456169839403008,"Govt(Now) URI review 90% people say its good and voted a high figure of 5,30,000 Votes👍 Congress Govt (2004-2014) The accidental prime minister review 71% only less people like it and votes are too low in count 47,000 Votes👎",Mon Feb 18 11:21:55 +0000 2019,16806,18595,3061,False,1,,Unknown,4,0,0,0
1097429557416587265,"Govt(Now) URI review 90% people say its good and voted a high figure of 5,30,000 Votes👍 Congress Govt (2004-2014) The accidental prime minister review 71% only less people like it and votes are too low in count 47,000 Votes👎",Mon Feb 18 09:36:10 +0000 2019,16806,18595,3061,False,1,,Unknown,5,0,0,0
1097418939166949376,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Mon Feb 18 08:53:58 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1097125999148294145,Says NO To Lok Sabha Elections - The Times24,Sun Feb 17 13:29:56 +0000 2019,2067,79584,602,False,0,,Unknown,18,0,0,1
1097030209595822082,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Sun Feb 17 07:09:18 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1096687279089672193,What's the hitch in Congress leading post-poll coalition opposite BJP? @RahulGandhi @yadavakhilesh,Sat Feb 16 08:26:37 +0000 2019,78,4397,5767,False,0,,India,10,2,0,1
1096683330748088327,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर िल्ली,Sat Feb 16 08:10:56 +0000 2019,3,477,20,False,0,,India,22,0,0,1
1096665668710211584,"Episode 342 – – CG 2019 – Why is for , ? The - @ 7 PM - of – 342 – 15 2019",Sat Feb 16 07:00:45 +0000 2019,1,2279,96,False,0,,Raipur Chhattisgarh,17,0,0,1
1096352304586940417,"BJP, Congress now in rap battle",Fri Feb 15 10:15:33 +0000 2019,78,4397,5767,False,0,,India,10,0,0,1
1096329321449283585,E-Paper For a detailed Version. Please log on to िला ुनावआयोग ाजस्थान ्पर्क ुर,Fri Feb 15 08:44:13 +0000 2019,3,477,20,False,0,,India,21,0,0,1
1096322679332843520,"Congress betrayed Karnataka's farmers, says @AmitShah @BJP4India @BJP4Karnataka @narendramodi",Fri Feb 15 08:17:50 +0000 2019,78,4397,5767,False,0,,India,10,4,0,1
1099559058011389952,"outfit to oppose Sena-BJP, Congress-NCP alliance in",Sun Feb 24 06:38:02 +0000 2019,563,153843,7397,False,0,,India,3,0,0,1
1098910082677571588,Congress to build Ram temple if it wins elections: Harish Rawat @INCIndia @BJP4India @harishrawatcmuk,Fri Feb 22 11:39:15 +0000 2019,2014,157705,2622,False,0,,Hyderabad,4,3,0,1
1098792842074484736,Congress using Imran Khan's language: Ravi Shankar Prasad @narendramodi @BJP4India,Fri Feb 22 03:53:22 +0000 2019,78,4397,5767,False,0,,India,10,2,0,1
1097790063260381184,Someone is soo damn disappointed at the prospect of a confirmed defeat of the Congress in the hands of the BJP-Shiv Sena in Maharashtra.,Tue Feb 19 09:28:41 +0000 2019,1980,40343,7030,False,0,,Amchi Mumbai,4,0,0,0
1097555250766962689,BJP and Shiv Sena seal alliance for Lok Sabha and assembly election,Mon Feb 18 17:55:38 +0000 2019,252,1205,442,False,0,,New Delhi India,5,0,0,1
1097342013240795137,Cong MLA Umesh Jadhav rejects the allegation of taken Rs 50 Cr bribe for joining BJP,Mon Feb 18 03:48:18 +0000 2019,62,56557,1157,False,0,,Unknown,12,0,0,1
